"county, state",logist params,logist max error,exp params,exp max error,first case
"Columbia, Florida",[ 8.66820277 -0.30757304 33.07112705 10.38061663  1.77040998],20509484155724.79,[ 3.64984901  0.09735535 -3.25337601],0.10437701539709021,2020-03-22
"DeSoto, Florida",[ 2.53874997 -0.21882141 24.04186574  9.84247125  1.26603744],2644750764435.62,[ 4.38161263e+01  1.78191661e-02 -4.31914977e+01],0.07454170108907318,2020-03-22
"Dixie, Florida",[-9.6764318  -6.98157433 37.84373832 17.30700707  1.50001117],0.0023809523816648685,[0.11282386 0.26436243 0.78961667],0.006567753674997623,2020-04-04
"Duval, Florida","[ 1.15454768e+01 -2.33351292e-01  7.94512443e+02  1.29520053e+01
 -1.20052798e+00]",632294102480.2867,[ 1.48951709e+02  5.68131092e-02 -2.02267413e+02],31.759482049957974,2020-03-12
"Escambia, Florida","[ 3.40717759e+00 -1.74787399e-01  3.24152996e+02  1.37391525e+01
 -1.49942819e+01]",942889814950.343,[ 9.29569015e+01  4.76755472e-02 -1.12318190e+02],3.538369041526721,2020-03-16
"Flagler, Florida",[ 1.72613623 -0.18113901 57.66651995  7.34277806 -6.02369542],1483362301116.971,"[0, 0, 0]",0.0,2020-03-22
"Franklin, Florida",[-9.33165716 -7.17076855 31.72828226 19.35950682  1.8461401 ],0.0006508875749088169,"[0, 0, 0]",0.0,2020-04-03
"Gadsden, Florida",[ 4.16556211 -0.42148046 65.37330271 16.39443125  1.16217827],27565529429746.27,[ 0.24478875  0.24697589 -0.0078197 ],0.09856363843770104,2020-03-25
"Gilchrist, Florida",[0 0 0 0 0],0.0,"[0, 0, 0]",0.0,2020-04-07
"Glades, Florida",[-21.73658611 -47.83732693  19.19471216  38.23828569   3.72226496],0.0026685660075204207,"[0, 0, 0]",0.0,2020-03-29
"Gulf, Florida","[-1.70647042e+01 -4.00506953e-01  1.88772196e-02  4.64254103e+01
  1.00000000e+00]",6.61466176936109,[1.12047979e-15 9.08533293e-01 1.00000000e+00],inf,2020-04-01
"Hamilton, Florida",[-10.07871037 -25.89182407  47.15980781  20.13180212   1.6000116 ],0.001920000001075837,"[0, 0, 0]",0.0,2020-04-06
"Hardee, Florida",[117.62552182  -0.56685817   2.27597117  -3.15275465   0.80616744],5994803707861581.0,"[0, 0, 0]",0.0,2020-04-01
"Hendry, Florida",[ 3.70483285 -0.18876026 49.95561071 10.66400021  0.09532002],697900838520.5288,[ 4.82548379  0.10152201 -3.45425455],0.013761284561411236,2020-03-28
"Hernando, Florida",[ 5.0535356  -0.21211614 82.3862691   8.61430228  0.39771724],18972500806.67717,[ 6.78087342e+01  2.97233637e-02 -6.99101484e+01],0.3486578206767995,2020-03-19
"Highlands, Florida",[ 2.78250757 -0.15220376 91.76078515 10.21035722 -6.52924935],601375589088.994,[ 4.98411498e+01  3.49934683e-02 -5.21828362e+01],0.10460642980729694,2020-03-21
"Hillsborough, Florida","[ 1.83106994e+01 -1.91931428e-01  9.25997002e+02  1.82034188e+01
 -1.02924374e+01]",15658437650648.037,[ 6.75711613e+01  6.14821854e-02 -1.24861118e+02],25.794110306916863,2020-03-01
"Holmes, Florida","[ 1.33473956e+01 -2.37827363e-01  4.18168395e+03  3.54672752e+01
  9.30491972e-01]",499441481575414.56,[0.06808845 0.23772494 0.93038945],0.0060947382646230515,2020-03-30
"Indian River, Florida",[13.39834951 -0.24680426 79.32178422  3.62855246  1.51458886],3233045839522.145,[ 4.20148435e+02  7.07916089e-03 -4.23574671e+02],0.5866085963142622,2020-03-19
"Jackson, Florida",[-11.94095256  -5.32406389  19.93130359  34.10481638   3.14288274],0.006424134872479165,[ 6.56016269  0.02462014 -6.18574475],0.009269458712293973,2020-03-19
"Jefferson, Florida",[ -9.5041044  -25.10329328  34.71735236  21.56395646   8.58331774],0.1861507936521822,[ 8.24880265  0.10287021 -6.87455876],0.23334196321064204,2020-04-04
"Lafayette, Florida",[-11.05789769  -1.92771518  49.99996668  17.78302552   1.        ],0.16142112310321408,[6.96754526e-13 9.98687215e-01 1.00000000e+00],inf,2020-04-08
"Lake, Florida","[ 2.80581959e+00 -1.77613886e-01  2.07753652e+02  1.30243110e+01
 -9.59130873e+00]",337369485797.88513,[ 1.22590436e+02  3.22871342e-02 -1.35500424e+02],1.4309869383867964,2020-03-16
"Lee, Florida","[ 1.46185869e+01 -2.07984292e-01  7.65894598e+02  1.71044073e+01
 -6.27003454e+00]",2430603265377.933,[ 5.53499010e+01  6.86836937e-02 -9.90410347e+01],17.65296737592441,2020-03-06
"Leon, Florida","[ 9.46462047e+00 -1.64690055e-01  3.64450561e+02  1.56376950e+01
 -1.56843257e-01]",3826010121276.139,[ 7.90819946  0.11063079 -7.95335466],0.3999363676967537,2020-03-18
"Levy, Florida",[-16.94547231 -49.40741334  17.29848996  30.29849224   4.2500269 ],0.016766666668595952,[ 6.30227064  0.04317405 -5.54489871],0.01894911690663845,2020-03-27
"Liberty, Florida","[ 2.80819787e-08 -1.75797659e+00  1.21753864e+00  1.23583224e+01
  8.83847499e-01]",924.1768651019707,"[0, 0, 0]",0.0,2020-04-10
"Madison, Florida",[ 5.67339159 -0.52206849 15.79158578 -0.42826176 -1.57370809],740027354119.3796,"[0, 0, 0]",0.0,2020-04-01
"Manatee, Florida","[ 1.14531631e+01 -2.02519855e-01  3.26461454e+02  2.52342328e+01
  9.25045254e-01]",2378864367670.721,[-2.20841206e-16  9.99999999e-01  3.48435898e+01],5023.059147235497,2020-03-01
"Marion, Florida","[ 3.11937403e+00 -1.54279524e-01  1.61084241e+02  1.13699226e+01
 -7.85572768e+00]",733742912850.8958,[ 4.89972457e+01  4.86576317e-02 -5.20149360e+01],0.26897716934764226,2020-03-21
"Martin, Florida",[ 80.45568808  -0.28062212 144.591002     1.89703361   2.48753088],293566465585564.94,[ 5.59862562e+01  5.02820286e-02 -6.47818878e+01],2.1796987975320183,2020-03-19
"Miami-Dade, Florida",[  14.26263228  -27.16071673 2007.17284099  -18.08875879  522.35493165],20971.52,[ 1.03489166e+03  6.60081178e-02 -1.58434814e+03],2475.8330500356437,2020-03-11
"Monroe, Florida",[  1.07670654  -0.12196556 103.97531738   9.61448035 -25.45550292],2437557404730.0117,"[0, 0, 0]",0.0,2020-03-20
"Nassau, Florida",[ 9.24316944 -0.27801194 36.78744733 16.57462722  0.69424053],1450734020120.2468,[ 5.99636478  0.05906514 -8.35143406],0.13531288450080897,2020-03-10
"Okaloosa, Florida","[ 5.88978878e+00 -1.40694530e-01  1.43197725e+02  1.76553931e+01
 -3.32763364e+00]",72395979754.21361,[ 16.80498027   0.05409095 -22.67373185],0.2249800127564726,2020-03-07
"Okeechobee, Florida",[14.60546639 -0.77318079  4.48810728 -0.26254622  0.57482645],10004322914316.182,"[0, 0, 0]",0.0,2020-04-01
"Orange, Florida","[ 4.41716759e+00 -2.40930179e-01  1.09510121e+03  1.41677855e+01
 -2.19413673e+01]",5782046794.620486,[ 4.99124817e+02  3.85053259e-02 -6.04121912e+02],106.09429276715026,2020-03-13
"Osceola, Florida","[ 1.04855054e+01 -2.31087360e-01  3.72873779e+02  1.08838981e+01
 -1.59793536e+00]",1092007963590.8126,[ 1.40543939e+02  4.20864568e-02 -1.68882832e+02],9.551400104818944,2020-03-13
"Palm Beach, Florida","[ 6.53775221e+00 -1.88809329e-01  2.12413375e+03  1.43123948e+01
 -4.83092878e+01]",92017898606.83264,[ 3.57931159e+02  5.66646060e-02 -4.85481749e+02],124.97255596727398,2020-03-12
"Pasco, Florida","[ 1.05436366e+01 -2.09476967e-01  2.05486270e+02  1.52834831e+01
 -5.39827687e-02]",2326950586285.477,[ 21.61878516   0.06610311 -31.79400642],1.2451224693723602,2020-03-10
"Pinellas, Florida","[ 4.05575924e+00 -2.71453937e-01  4.94810693e+02  1.76690868e+01
  1.61638815e+00]",25364147076.406464,[ 1.63017580e+02  4.33702871e-02 -2.09685629e+02],28.010175611310135,2020-03-10
"Polk, Florida","[ 3.27572184e+00 -2.49445280e-01  3.03341330e+02  1.37504454e+01
 -1.39331217e+00]",35218149869.14222,[ 1.19709630e+02  4.60933041e-02 -1.40658113e+02],6.3615264464062875,2020-03-17
"Putnam, Florida",[0 0 0 0 0],0.0,[ 6.84383208  0.08026843 -3.3906221 ],0.17468215958466457,2020-03-21
"St. Johns, Florida","[ 1.53445795e+01 -2.61313280e-01  1.82915625e+02  1.04124966e+01
  5.98363818e-02]",2662804749942.9316,[ 1.28396380e+02  2.89684398e-02 -1.48171970e+02],4.451663096093398,2020-03-11
"St. Lucie, Florida",[  2.56447974  -0.28779539 176.37295642  11.72237045   1.73698869],98270780178.2979,[ 1.38055340e+02  3.56431337e-02 -1.49488662e+02],3.1354724699408,2020-03-21
"Santa Rosa, Florida",[ 10.2655689   -0.19297055 143.46713369  20.27156224  -1.04608543],9301864564707.586,[1.82995041e-16 9.99999931e-01 2.85897556e+01],4.16005650294852,2020-03-05
"Sarasota, Florida","[ 4.13753254e+00 -1.93426524e-01  2.85124811e+02  1.61638774e+01
 -3.12831018e+00]",19312622970.34314,[ 6.45114717e+01  5.02046893e-02 -8.09222609e+01],2.643415231208318,2020-03-12
"Seminole, Florida","[ 4.08872963e+00 -2.15288748e-01  2.95648583e+02  1.47971214e+01
 -4.46234612e+00]",15640521657.67738,[ 1.26481258e+02  3.79126122e-02 -1.50410047e+02],5.590336443075052,2020-03-12
"Sumter, Florida",[ 92.04436061  -0.15723956 148.45653699 -14.84862565 -17.76855822],229388628545901.38,"[0, 0, 0]",0.0,2020-03-18
"Suwannee, Florida",[ 7.95015285 -0.41261371 80.05067171  6.44455205  0.1304658 ],7181605938828.258,[ 49.11071895   0.0556799  -55.16162057],1.1198546250398698,2020-03-27
"Taylor, Florida",[-10.08760282  -1.92089478  49.99903511  18.78602195   1.        ],1.4429391220504477,[-9.65524307e-13  9.99826674e-01  1.00000000e+00],0.00030253193499914775,2020-04-07
"Union, Florida",[ -0.53232248 -33.99673006   0.99999999   4.51750063   1.00000001],0.0020768551409954417,"[0, 0, 0]",0.0,2020-03-31
"Volusia, Florida","[ 8.37981241e+01 -2.00863655e-01  2.51536210e+02  5.74138688e+00
 -8.32847149e-01]",183718180980243.56,[ 31.61230942   0.05800148 -45.89173005],2.363709468857479,2020-03-07
"Wakulla, Florida",[0 0 0 0 0],0.0,[ 8.74726833  0.05010484 -7.95983224],0.04302615489747078,2020-03-29
"Walton, Florida","[ 1.54619666e-01 -4.80265335e-02  2.33432943e+02  8.14903446e+00
 -1.89984603e+02]",85654088619.621,"[0, 0, 0]",0.0,2020-03-18
"Washington, Florida",[-17.43571793  -9.38286117  18.33552582  26.85083156   2.14287928],0.005782312926395127,[0.31389783 0.14067454 0.34324675],0.00816982468202565,2020-03-26
"Appling, Georgia",[0 0 0 0 0],0.0,[ 8.12219588  0.05881743 -6.72546333],0.02931862614840952,2020-03-30
"Atkinson, Georgia",[0 0 0 0 0],0.0,"[0, 0, 0]",0.0,2020-04-06
"Bacon, Georgia",[ 2.81855771 -0.32283768 15.13070733  2.69169985 -0.11211252],87919592405.79971,"[0, 0, 0]",0.0,2020-03-29
"Baker, Georgia",[ 8.51085725 -0.29835895 18.0671118   8.83065168  1.47874708],55090654235906.33,[ 2.56364173  0.09371055 -1.74472247],0.041671629050169794,2020-03-24
"Baldwin, Georgia",[0 0 0 0 0],0.0,[ 1.30415549  0.1684425  -0.89044999],0.1236003151319497,2020-03-21
"Banks, Georgia",[ 6.42333545 -0.68919634  5.70540082  7.49287551  2.52409101],55264503921337.12,[1.81602157 0.1001187  0.09720044],0.026112780812768084,2020-03-30
"Barrow, Georgia",[ 3.19967042 -0.17828983 89.91824983 10.3186615  -3.91130245],1607674095734.0,[ 33.75228943   0.04766447 -36.07636956],0.3002382772866383,2020-03-22
"Bartow, Georgia","[ 1.91496203e+00 -1.12716138e-01  3.13086280e+02  1.16951892e+01
 -4.43154080e+01]",2042754743368.151,"[0, 0, 0]",0.0,2020-03-11
"Ben Hill, Georgia",[44.09256155 -0.16673886 13.81816531 -6.12422678  0.28976875],45097521648198.8,[ 4.59897073  0.05135584 -3.78602928],0.006977318436040165,2020-03-24
"Berrien, Georgia",[0 0 0 0 0],0.0,[ 2.43820341e+01  1.51961784e-02 -2.32572658e+01],0.014988748182986456,2020-03-30
"Bibb, Georgia",[0 0 0 0 0],0.0,[ 12.1495448    0.08207287 -12.85488638],0.23332903277729777,2020-03-19
"Bleckley, Georgia",[ -1.09482319 -36.0276194    1.99999999  13.5013363    1.        ],0.013293745487300302,[0.00418233 0.39916511 0.90952894],0.005972255382909462,2020-03-30
"Brantley, Georgia",[0 0 0 0 0],0.0,[3.00118009 0.16517378 0.75477793],0.027002035393258024,2020-04-06
"Brooks, Georgia",[ 0.98587577 -0.70290166 17.80107572  9.45077745  2.29417736],142249609048.12817,[ 4.40850847e+01  2.50929878e-02 -4.47518498e+01],0.2376061265111073,2020-03-29
"Bryan, Georgia",[ 0.8308434  -0.41086057 27.09658487 11.57196682  3.41777976],1845975359383.175,"[0, 0, 0]",0.0,2020-03-24
"Bulloch, Georgia",[ 1.56444617 -0.27950895 24.3613147   9.45521178 -0.43122584],3895488165306.094,[ 17.52561658   0.04622708 -17.95412136],0.048085781227985396,2020-03-28
"Burke, Georgia",[ 4.42183146 -0.347208   29.33080485 11.20044574  2.46280146],2233422487190.12,[ 10.49414858   0.06139916 -10.77631525],0.15516008505593643,2020-03-23
"Butts, Georgia",[ 3.88510357 -0.25137155 39.5850348  11.80235083  1.78514789],3577425423.6803174,[ 7.93747577  0.07281909 -7.55117553],0.07515884759490514,2020-03-22
"Calhoun, Georgia",[ 9.90121025 -0.23333094 73.62798469  4.22782609 -1.26033426],8464879634984.224,[ 23.99300351   0.06382135 -25.03227781],0.23082743169016673,2020-03-26
"Camden, Georgia",[ 0.96563202 -0.48290894 20.71518153 12.63486976  1.82056411],1680229294581.5884,[ 23.42817251   0.03454295 -24.38148377],0.15361085647622807,2020-03-24
"Candler, Georgia",[ 0.23206959 -1.74847105  3.01192795  8.87110551  1.02745637],1609380324650.2954,"[0, 0, 0]",0.0,2020-03-29
"Carroll, Georgia","[ 1.24730832e+00 -1.46821128e-01  3.09840096e+02  9.67967455e+00
 -4.51129328e+01]",3022899232612.4756,"[0, 0, 0]",0.0,2020-03-20
"Catoosa, Georgia",[0 0 0 0 0],0.0,[ 3.48595107  0.07472691 -2.79561045],0.01177345693128198,2020-03-23
"Charlton, Georgia","[ 3.32890383e+01 -1.66608561e-01  4.56053155e+03  5.74658619e+01
  9.21365990e-01]",806829617588351.6,[0.00953667 0.16653923 0.92131077],0.0017420533946339864,2020-03-10
"Chatham, Georgia",[  2.45075942  -0.3620159  156.55986756  12.82152      3.08079778],5904712957.96875,[ 1.17089603e+02  3.76108114e-02 -1.30963867e+02],4.721162086223962,2020-03-20
"Chattahoochee, Georgia",[-17.29381498 -49.59136197  18.37052825  28.87171814   2.35000735],0.0038066666668107973,[0.29564689 0.13974119 0.83607213],0.003967203354251367,2020-03-27
"Chattooga, Georgia",[-17.7553578  -10.95077781  17.93899176  31.78836293   3.44002409],0.010732799986283806,[0.6800107  0.10484657 0.30220622],0.007736659133641648,2020-03-22
"Cherokee, Georgia","[ 5.41771140e+00 -1.41916959e-01  3.00585496e+02  1.77331856e+01
 -6.97445020e+00]",126219238006.89452,[ 34.81574127   0.05550059 -46.45674845],0.8541597302922896,2020-03-08
"Clarke, Georgia",[  4.18297111  -0.14556766 117.21494265   6.50402159 -10.24966404],367367558479.06854,[ 4.20747868e+02  7.25223814e-03 -4.26017185e+02],0.4936569602642622,2020-03-15
"Clay, Georgia",[334.563889    -0.40050538  14.33332183  -7.27473256   2.88037607],9.250616408846466e+16,"[0, 0, 0]",0.0,2020-03-30
"Clayton, Georgia","[ 5.06636383e+01 -1.89245385e-01  5.31299462e+02  1.46678613e+00
 -1.29273248e+01]",16168942693403.742,[ 9.36432033e+01  5.96792801e-02 -1.19588136e+02],9.927537242702632,2020-03-15
"Clinch, Georgia",[0 0 0 0 0],0.0,[0.09932323 0.17033649 0.86889507],0.004866095947709186,2020-03-22
"Cobb, Georgia","[ 1.15528946e+01 -1.44134559e-01  1.28516678e+03  1.54122972e+01
 -2.02425601e+01]",653665247660.4395,[ 8.11470495e+01  6.67350870e-02 -1.20226697e+02],11.952476355850244,2020-03-07
"Coffee, Georgia",[13.94508497 -0.44169109 61.08495871  9.73939343  3.76387615],94766692057180.28,[ 18.40278385   0.06803148 -21.46588723],0.7932363077651527,2020-03-22
"Colquitt, Georgia",[ 1.27521765 -0.38822121 90.49414021 10.13743473 -0.54714635],158369023096.7192,"[0, 0, 0]",0.0,2020-03-24
"Columbia, Georgia",[  3.78413529  -0.17757095 101.44129966  12.76056307  -1.86150213],632168404350.9442,[ 25.58309118   0.05292554 -28.50429671],0.23145649207276855,2020-03-18
"Cook, Georgia",[ 9.62466798 -0.61274806  6.97072281  5.30395207  0.74326776],149904079272920.03,[ 4.684443    0.06579337 -4.52434027],0.030529370809237122,2020-03-30
"Coweta, Georgia","[ 4.39071892e+01 -1.35431005e-01  2.16118225e+02 -5.97303560e-01
 -6.06465644e+00]",732389759561.99,[ 21.84545074   0.06379558 -26.26448477],0.38015447647381095,2020-03-14
"Crawford, Georgia",[ -9.95464183 -13.10849527  47.24252977  17.71541777   3.63638535],0.05608815444026992,[0.08037579 0.47129965 1.48282528],0.06112905317425041,2020-04-05
"Crisp, Georgia",[  9.46569556  -0.19568206 121.80114498   4.52657439  -4.00096561],6231362446955.745,[ 34.53462572   0.06037659 -36.60612434],0.38675389330428483,2020-03-24
"Dade, Georgia","[ 8.05182656e+01 -4.63778611e-01  2.25903375e+04  2.49455660e+01
  1.12193065e+00]",4.474582423138144e+16,[0.00265302 0.46374438 1.12192692],0.004618640573639764,2020-03-30
"Dawson, Georgia",[ 5.24227062 -0.1261265  66.54600566  9.53096905 -4.21484013],1782057066175.8005,[ 11.5188086    0.05645754 -12.79270201],0.06692868810129227,2020-03-20
"Decatur, Georgia","[ 2.34654933e+01 -1.04454223e-01  2.77004033e+04  5.07644587e+01
 -3.70214085e+00]",209681511872151.6,[ 5.88859817  0.10428874 -3.71585803],0.14697632161450366,2020-03-25
"DeKalb, Georgia","[ 7.76158959e+00 -1.15394667e-01  2.33182951e+03  1.82209042e+01
 -6.40852791e+01]",53773558847.69183,[ 1.04518316e+02  6.96080010e-02 -1.53933594e+02],15.902116683486232,2020-03-09
"Dodge, Georgia",[0 0 0 0 0],0.0,[ 3.35749498  0.08712016 -2.90267843],0.015246398968424366,2020-03-25
"Dooly, Georgia",[ 3.77471903 -0.19445341 79.83415067  3.65685776 -4.48039524],257725626092.5631,[ 7.07448999e+01  3.49757161e-02 -6.73781171e+01],0.22727293123383183,2020-03-30
"Dougherty, Georgia",[ -4.55283197 -34.33028136 818.91513111  17.45217986 142.00730707],4946895345378.534,[ 4.61793025e+02  4.71384636e-02 -5.52027489e+02],96.88810158175936,2020-03-15
"Douglas, Georgia","[ 3.24845386e+00 -1.13452004e-01  3.84961586e+02  1.25342748e+01
 -2.73084468e+01]",655305245157.9183,[ 8.47928951e+01  4.76622521e-02 -8.92754843e+01],0.3396831704002794,2020-03-20
"Early, Georgia",[  3.6302194   -0.23990214 156.16888399  12.0985873   -2.72816965],19610499955.29938,[ 5.77288696e+01  4.98111587e-02 -6.75789548e+01],1.4223528903569393,2020-03-19
"Echols, Georgia",[-10.25540752 -25.98603018  46.83042582  22.00211514   1.90000394],0.0023200000001241806,"[0, 0, 0]",0.0,2020-04-06
"Effingham, Georgia",[ 3.06774682 -0.38072005 22.30059517 14.78187247  2.13217002],24942565793.53952,[ 6.16984719  0.06284574 -6.37826804],0.08204729546011119,2020-03-19
"Elbert, Georgia",[ -9.9441865  -25.18974716  32.041988    20.72821843   3.15376635],0.018343195298117076,[0.77881545 0.17983155 0.30808849],0.02009773939833807,2020-04-03
"Emanuel, Georgia",[38.79526575 -0.80397768  7.89853896  3.46696545  0.80524318],824163550266813.8,[ 11.45364899   0.04277889 -11.59515839],0.0519943810915701,2020-03-31
"Evans, Georgia","[ 2.03950065e-09 -1.58703192e+00  2.56371557e+01  1.06192557e+01
 -2.35565980e+01]",inf,[ 2.40201651e+03  1.24863931e-04 -2.40071646e+03],0.4166666666666667,2020-04-12
"Fannin, Georgia",[0 0 0 0 0],0.0,"[0, 0, 0]",0.0,2020-03-24
"Fayette, Georgia",[  8.51255937  -0.1849246  130.41453889  14.56832617  -0.20261682],824674059810.7078,[ 21.67836182   0.05326522 -27.73665098],0.583584193072106,2020-03-09
"Floyd, Georgia",[  7.85526115  -0.27192838 115.51660928  15.68180174   1.71502922],2400266942149.1733,[ 3.87146082e+01  4.21041884e-02 -4.84376314e+01],1.798740624759868,2020-03-09
"Forsyth, Georgia","[ 5.23496611e+00 -1.63810416e-01  2.12383661e+02  1.25771980e+01
 -6.58823904e+00]",58822505619.1185,[ 37.74775439   0.05762024 -45.67854173],0.56308719303943,2020-03-16
"Franklin, Georgia",[16.69303259 -2.2086848   3.11096261  2.03155502  1.21490831],2048611509719212.8,[9.93711133e-07 7.53740068e-01 3.44701183e+00],0.06698565428797412,2020-03-26
"Fulton, Georgia","[ 1.96988607e+01 -1.63350022e-01  2.27700464e+03  1.71108384e+01
 -2.75587377e+01]",12756626979854.672,[2.86115856e-14 1.00000001e+00 3.13179976e+02],10637697.592565252,2020-03-02
"Gilmer, Georgia",[18.36266629 -0.68348119  6.29857947  5.08808574  0.87553385],298963656382575.9,[ 4.85793143  0.06047618 -4.70176599],0.028061919683458884,2020-03-30
"Glascock, Georgia",,,,,
"Glynn, Georgia",[ 5.23092666 -0.22881788 40.64881615  6.50564777 -0.40044811],382010826332.3752,[ 1.63109838e+02  8.83188760e-03 -1.64625227e+02],0.2191324840985342,2020-03-19
"Gordon, Georgia",[0 0 0 0 0],0.0,[ 8.05987867  0.05729064 -7.3542337 ],0.048612388268654785,2020-03-13
"Grady, Georgia",[64.57680218 -0.36883767 24.69623446 -1.31753065  0.55828671],259191542129205.2,[ 8.2539213   0.08962406 -8.08052636],0.09335335747938937,2020-03-31
"Greene, Georgia",[ 1.83974375 -0.25052485 36.45508728 10.7805374  -0.93260226],1293766961986.9368,[ 27.18663537   0.03845257 -28.68969531],0.1552667628995184,2020-03-24
"Gwinnett, Georgia","[ 7.69303450e+00 -1.90198790e-01  1.02120689e+03  1.97776872e+01
 -1.13736520e+01]",478013315661.93085,[ 5.77711005e+01  7.41320128e-02 -1.05182655e+02],18.356024978290684,2020-03-07
"Habersham, Georgia","[ 1.30601124e+01 -3.08028042e-01  2.80595729e+04  3.09780271e+01
  1.46095684e+00]",173614038812215.6,[0.15462645 0.30779944 1.45959274],0.08293501775626623,2020-03-27
"Hall, Georgia","[ 4.29971055e+00 -2.21882814e-01  4.87340323e+02  1.77703470e+01
  3.96810950e-01]",19652496952.144207,[ 25.60308815   0.0955956  -38.23453674],5.358726772360321,2020-03-16
"Hancock, Georgia","[-6.04776500e-01 -4.29667252e+00  1.74413294e-05  8.11704212e+00
  2.25000143e+00]",667294901938231.4,[0.76025889 0.25959022 0.00391932],0.023894607802428643,2020-04-07
"Haralson, Georgia",[ 0.47803628 -0.29888722 19.56097509 10.46778119 -0.95849361],21960722035125.117,"[0, 0, 0]",0.0,2020-03-26
"Harris, Georgia",[32.89803161 -0.28175649 28.28463093  4.0963291   0.73632242],65999116838829.73,[ 4.78419006  0.08339095 -5.16815582],0.046549963988679374,2020-03-23
"Hart, Georgia",[-16.83505613  -9.98290392  17.36663027  26.90011304   3.0499959 ],0.0035933333333782297,"[0, 0, 0]",0.0,2020-03-27
"Heard, Georgia",[34.93290655 -0.16020953 10.99609472  6.50307813  0.77916069],614132205707061.1,[0.23761235 0.11411231 0.59817061],0.001941336771625953,2020-03-20
"Henry, Georgia","[ 4.52730582e+00 -1.98823713e-01  3.65163573e+02  1.58368525e+01
 -7.88721260e+00]",12995910962.170742,[ 6.05606149e+01  5.91586071e-02 -8.25895981e+01],4.289728394531867,2020-03-13
"Houston, Georgia",[  4.33188545  -0.21096816 167.47074703  12.27847934  -4.70548604],34592125341.21142,[ 44.3637541    0.05504623 -54.33890277],1.1252484902868407,2020-03-18
"Irwin, Georgia",[-16.24494377 -12.19271196  18.9753297   28.94885382   6.78255181],0.031489182951949364,[ 3.19190823e+01  1.46624228e-02 -3.09006497e+01],0.031876712633725726,2020-03-24
"Jackson, Georgia",[ 2.17988349 -0.20830766 40.62564672  7.31524854 -3.65622758],1754163112081.945,[ 1.28468174e+02  1.17251740e-02 -1.29883430e+02],0.13216804653711733,2020-03-25
"Jasper, Georgia",[22.40027426 -0.23199182 12.51271506  5.40403263  1.4055015 ],292496986380988.8,[0.83891117 0.11199321 0.48011571],0.009598071119670216,2020-03-24
"Jeff Davis, Georgia",[-11.52118427  -1.61270542  33.2690053   39.17150321   1.07692323],0.0003550295857989265,"[0, 0, 0]",0.0,2020-03-30
"Jefferson, Georgia",[0 0 0 0 0],0.0,[ 2.2362184   0.08951391 -0.85269485],0.008471739518167364,2020-03-30
"Jenkins, Georgia",[25.60884236 -0.50003173 10.58029491  3.906809    0.68145699],339616256353305.7,[ 6.96856677  0.0582605  -7.17039869],0.043680099715256264,2020-03-28
"Johnson, Georgia",[ -9.63932379 -11.07063614  29.35999654  27.25351954   9.29411874],0.2014763552479856,[ 18.5548072    0.0528602  -19.98625405],0.18885159387330455,2020-03-30
"Jones, Georgia",[0 0 0 0 0],0.0,[ 5.11610729  0.06271202 -4.18452353],0.010093022178465786,2020-03-25
"Lamar, Georgia",[ 3.57827482 -0.40579787 16.96254751 13.52539313  2.24024244],2244921240288.8447,[ 4.31369024  0.06867693 -3.66235435],0.08131514969408096,2020-03-20
"Lanier, Georgia",[ -6.69000278 -38.03474895   4.           4.44919818   1.        ],0.007861586926861935,"[0, 0, 0]",0.0,2020-04-01
"Laurens, Georgia",[ 49.87833384  -0.10484124  71.90776553 -12.96128411  -3.49265353],75471222189122.72,[ 16.72751729   0.04334873 -15.76437281],0.09563861448325008,2020-03-19
"Lee, Georgia","[ 5.92583340e+00 -2.38444990e-01  2.86430645e+02  1.70652615e+01
  1.24045493e+00]",600551215497.3779,[ 4.55176572e+01  5.94470278e-02 -6.40222726e+01],5.175470937363842,2020-03-11
"Liberty, Georgia",[0 0 0 0 0],0.0,[ 12.8555427   0.0453186 -12.9795775],0.0423844582907154,2020-03-23
"Lincoln, Georgia",[0 0 0 0 0],0.0,[10.16683651  0.02384207 -9.50863169],0.008365982425772245,2020-03-20
"Long, Georgia","[-3.34117479e+01 -3.98263097e-16  1.84117369e+01  6.87053113e+01
  1.65896104e+00]",9630615732699078.0,[8.23349105e-07 6.73360484e-01 9.85195679e-01],0.0031386818260871574,2020-03-25
"Lowndes, Georgia","[ 3.37255052e+01 -1.11608894e-01  1.33191491e+02  6.72571246e-01
 -3.01763971e+00]",225325533296.43796,[ 11.90837201   0.05767735 -13.08558453],0.062000389108736426,2020-03-11
"Lumpkin, Georgia",[ 6.94955285 -0.1841227  11.98370286 -2.98823082 -1.27788072],74605204758.05473,"[0, 0, 0]",0.0,2020-03-21
"McDuffie, Georgia",[ 3.28040378 -0.26621445 39.08693072 10.40727862 -0.19913664],350839797706.63824,[ 6.69754509  0.09001138 -7.46197194],0.09665997459498914,2020-03-26
"McIntosh, Georgia",[ 0.15373875 -0.58520501  2.23439754  8.42122311  0.81908308],64234385901713.02,"[0, 0, 0]",0.0,2020-03-30
"Macon, Georgia",[ 9.45369242 -0.32071134 65.18436715 13.33613314  0.7493842 ],40676702927085.24,[ 0.78055617  0.18409499 -0.98318866],0.16277636334476753,2020-03-24
